,m1,m2,m3,m4,m5,m6
23330,aff.nor,aff.nor,chunk,chunk,questn,end
23331,aff.nor,aff.nor,chunk,aff.nor,aff.nor,end
23332,aff.nor,aff.nor,chunk,chunk,questn,end
23333,chunk,aff.nor,aff.off,aff.off,aff.off,piss.off
23334,aff.nor,piss.off,questn,questn,questn,end
23335,aff.nor,aff.nor,aff.nor,questn,chunk,end
23336,aff.nor,questn,aff.off,aff.off,aff.off,piss.off
23337,aff.nor,aff.nor,questn,aff.nor,questn,phone
23338,aff.nor,questn,chunk,chunk,questn,end
23339,aff.nor,questn,chunk,chunk,chunk,end
23340,aff.nor,aff.nor,questn,aff.nor,aff.nor,end
23341,questn,aff.nor,chunk,questn,aff.nor,phone
23342,aff.nor,aff.nor,aff.nor,questn,aff.nor,end
23343,aff.nor,questn,chunk,chunk,chunk,end
23344,aff.nor,aff.nor,questn,questn,questn,end
23345,aff.nor,aff.nor,questn,aff.nor,aff.nor,phone
23346,aff.nor,aff.nor,aff.nor,aff.nor,questn,end
23347,questn,aff.nor,chunk,questn,aff.nor,end
23348,aff.nor,aff.nor,questn,questn,questn,end
23349,chunk,aff.nor,questn,questn,questn,end
23350,aff.nor,aff.nor,questn,questn,questn,end
23351,aff.nor,aff.nor,chunk,piss.off,chunk,piss.off
23352,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,piss.off
23353,chunk,aff.nor,questn,questn,questn,end
23354,aff.nor,questn,aff.nor,questn,aff.nor,end
23355,aff.nor,questn,aff.nor,aff.nor,aff.nor,phone
23356,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,piss.off
23357,questn,chunk,aff.nor,aff.nor,aff.nor,phone
23358,chunk,aff.nor,aff.nor,aff.nor,aff.nor,end
23359,aff.nor,aff.nor,chunk,chunk,questn,phone
23360,aff.nor,questn,aff.nor,aff.nor,chunk,end
23361,aff.nor,aff.nor,chunk,chunk,questn,end
23362,aff.nor,aff.nor,chunk,chunk,questn,end
23363,aff.nor,aff.nor,aff.nor,aff.nor,questn,end
23364,questn,aff.nor,chunk,chunk,chunk,end
23365,questn,questn,aff.nor,aff.nor,aff.nor,end
23366,aff.nor,aff.nor,chunk,chunk,questn,end
23367,aff.nor,questn,questn,questn,questn,end
23368,aff.nor,aff.nor,aff.off,aff.off,aff.off,piss.off
23369,aff.nor,aff.nor,questn,aff.nor,aff.nor,end
23370,questn,aff.nor,aff.off,aff.off,aff.off,piss.off
23371,aff.nor,aff.nor,questn,questn,questn,end
23372,questn,questn,chunk,chunk,questn,end
23373,chunk,aff.nor,aff.nor,aff.nor,questn,end
23374,questn,aff.nor,chunk,chunk,chunk,end
23375,aff.nor,aff.nor,aff.off,aff.off,aff.off,end
23376,questn,chunk,aff.off,aff.off,aff.off,piss.off
23377,aff.nor,chunk,questn,questn,questn,end
23378,aff.nor,aff.nor,chunk,aff.nor,aff.nor,end
23379,aff.nor,aff.nor,questn,questn,questn,end
23380,aff.nor,aff.nor,questn,aff.nor,aff.nor,end
23381,questn,aff.nor,aff.nor,aff.nor,aff.nor,end
23382,aff.nor,questn,questn,questn,questn,end
23383,questn,aff.nor,questn,questn,aff.nor,phone
23384,chunk,questn,questn,questn,questn,end
23385,aff.nor,chunk,aff.off,aff.off,aff.off,end
23386,aff.nor,aff.nor,questn,questn,questn,end
23387,aff.nor,questn,chunk,chunk,questn,end
23388,aff.nor,aff.nor,chunk,chunk,chunk,end
23389,questn,aff.nor,aff.nor,aff.nor,chunk,end
23390,aff.nor,aff.nor,questn,questn,questn,end
23391,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,phone
23392,chunk,aff.nor,questn,aff.nor,aff.nor,end
23393,chunk,questn,aff.nor,aff.nor,aff.nor,piss.off
23394,aff.nor,aff.nor,aff.nor,questn,chunk,end
23395,questn,aff.nor,chunk,chunk,questn,end
23396,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,end
23397,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,end
23398,aff.nor,questn,aff.nor,aff.nor,aff.nor,end
23399,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,phone
23400,questn,aff.nor,questn,chunk,questn,phone
23401,aff.nor,chunk,chunk,chunk,chunk,end
23402,questn,aff.nor,aff.nor,aff.nor,aff.nor,end
23403,aff.nor,questn,questn,questn,questn,end
23404,questn,aff.nor,chunk,chunk,questn,phone
23405,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,end
23406,aff.nor,piss.off,chunk,chunk,questn,end
23407,aff.nor,questn,questn,chunk,aff.nor,end
23408,aff.nor,aff.nor,questn,questn,questn,end
23409,aff.nor,questn,aff.off,aff.off,aff.off,piss.off
23410,aff.nor,piss.off,questn,questn,questn,end
23411,aff.nor,aff.nor,aff.off,aff.off,aff.off,piss.off
23412,questn,aff.nor,aff.nor,chunk,questn,end
23413,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,end
23414,questn,aff.nor,aff.nor,aff.nor,aff.nor,end
23415,chunk,questn,questn,aff.nor,questn,phone
23416,aff.nor,aff.nor,chunk,chunk,questn,end
23417,piss.off,aff.nor,aff.off,aff.off,aff.off,piss.off
23418,chunk,aff.nor,aff.nor,piss.off,aff.nor,phone
23419,questn,questn,aff.off,aff.off,aff.off,end
23420,aff.nor,piss.off,chunk,chunk,questn,end
23421,questn,aff.nor,aff.nor,aff.nor,aff.nor,phone
23422,aff.nor,aff.nor,questn,questn,aff.nor,phone
23423,aff.nor,piss.off,chunk,questn,aff.nor,end
23424,questn,questn,aff.nor,aff.nor,aff.nor,end
23425,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,phone
23426,questn,questn,aff.nor,chunk,aff.nor,end
23427,aff.nor,aff.nor,questn,questn,questn,end
23428,aff.nor,aff.nor,aff.nor,aff.nor,questn,phone
23429,aff.nor,aff.nor,chunk,chunk,questn,end
23430,chunk,aff.nor,chunk,chunk,chunk,end
23431,aff.nor,aff.nor,aff.off,aff.off,aff.off,end
23433,piss.off,aff.nor,aff.nor,aff.nor,aff.nor,end
23434,questn,questn,aff.off,aff.off,aff.off,end
23435,aff.nor,aff.nor,aff.off,aff.off,aff.off,end
23436,questn,questn,chunk,aff.nor,aff.nor,end
23438,aff.nor,questn,questn,questn,questn,end
23439,questn,aff.nor,questn,piss.off,questn,end
23440,aff.nor,questn,aff.nor,aff.nor,aff.nor,end
23442,chunk,questn,questn,aff.nor,questn,phone
23443,aff.nor,aff.nor,chunk,chunk,chunk,end
23444,aff.nor,aff.nor,aff.nor,questn,questn,phone
23445,aff.nor,aff.nor,questn,aff.nor,aff.nor,end
23446,aff.nor,aff.nor,questn,questn,questn,end
23447,aff.nor,aff.nor,aff.nor,questn,questn,phone
23448,aff.nor,aff.nor,questn,questn,questn,end
23449,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,end
23450,aff.nor,aff.nor,chunk,chunk,questn,end
23451,questn,aff.nor,questn,questn,questn,end
23452,aff.nor,aff.nor,questn,questn,questn,end
23453,aff.nor,aff.nor,chunk,chunk,chunk,end
23454,aff.nor,aff.nor,chunk,chunk,questn,end
23455,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,phone
23456,questn,questn,aff.nor,questn,chunk,end
23457,questn,aff.nor,aff.nor,aff.nor,piss.off,end
23458,aff.nor,aff.nor,chunk,chunk,questn,end
23459,aff.nor,questn,chunk,chunk,chunk,end
23460,aff.nor,questn,aff.nor,questn,aff.nor,phone
23461,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,phone
23462,chunk,aff.nor,aff.nor,chunk,aff.nor,end
23463,aff.nor,aff.nor,aff.nor,aff.nor,questn,end
23464,questn,questn,chunk,chunk,chunk,phone
23465,questn,questn,questn,questn,aff.nor,phone
23466,aff.nor,chunk,questn,questn,questn,phone
23467,aff.nor,questn,questn,aff.nor,aff.nor,end
23468,aff.nor,questn,questn,questn,questn,end
23469,chunk,questn,chunk,chunk,questn,end
23470,aff.nor,aff.nor,questn,questn,questn,end
23471,aff.nor,questn,chunk,chunk,questn,end
23472,aff.nor,aff.nor,questn,aff.nor,aff.nor,end
23473,questn,aff.nor,questn,questn,questn,end
23474,aff.nor,questn,aff.off,aff.off,aff.off,phone
23475,questn,aff.nor,questn,questn,questn,phone
23476,aff.nor,questn,aff.nor,aff.nor,aff.nor,phone
23477,aff.nor,aff.nor,aff.nor,chunk,aff.nor,end
23478,aff.nor,aff.nor,chunk,chunk,questn,end
23479,questn,aff.nor,aff.nor,aff.nor,aff.nor,end
23480,aff.nor,aff.nor,chunk,chunk,chunk,end
23481,aff.nor,aff.nor,aff.nor,questn,aff.nor,phone
23482,aff.nor,questn,chunk,chunk,chunk,end
23484,aff.nor,aff.nor,chunk,chunk,questn,end
23485,aff.nor,questn,aff.nor,questn,aff.nor,phone
23486,questn,aff.nor,questn,aff.nor,chunk,end
23488,aff.nor,aff.nor,chunk,chunk,chunk,phone
23489,questn,aff.nor,aff.nor,chunk,aff.nor,end
23490,questn,aff.nor,aff.nor,aff.nor,aff.nor,end
23492,questn,aff.nor,aff.nor,aff.nor,aff.nor,end
23493,aff.nor,questn,chunk,chunk,questn,end
23494,aff.nor,questn,questn,questn,questn,end
23495,aff.nor,aff.nor,chunk,chunk,chunk,end
23496,chunk,aff.nor,chunk,chunk,chunk,end
23497,chunk,chunk,aff.nor,aff.nor,questn,phone
23498,chunk,aff.nor,chunk,chunk,chunk,end
23499,questn,aff.nor,questn,questn,questn,end
23500,aff.nor,questn,questn,questn,questn,end
23501,aff.nor,piss.off,questn,questn,questn,end
23502,aff.nor,aff.nor,aff.off,aff.off,aff.off,end
23503,aff.nor,aff.nor,aff.nor,questn,aff.nor,end
23505,questn,aff.nor,aff.nor,aff.nor,aff.nor,phone
23506,chunk,aff.nor,chunk,chunk,chunk,end
23508,aff.nor,aff.nor,chunk,chunk,chunk,end
23510,aff.nor,questn,chunk,questn,chunk,end
23511,questn,chunk,aff.nor,aff.nor,aff.nor,end
23512,aff.nor,aff.nor,chunk,chunk,questn,end
23514,piss.off,questn,chunk,aff.nor,aff.nor,end
23515,aff.nor,aff.nor,questn,questn,piss.off,phone
23517,aff.nor,aff.nor,aff.nor,chunk,questn,end
23518,aff.nor,questn,chunk,chunk,chunk,end
23519,chunk,aff.nor,questn,chunk,aff.nor,end
23520,aff.nor,aff.nor,aff.off,aff.off,aff.off,end
23521,aff.nor,aff.nor,chunk,chunk,questn,end
23522,piss.off,aff.nor,aff.nor,aff.nor,aff.nor,end
23523,aff.nor,aff.nor,aff.nor,piss.off,aff.nor,end
23524,aff.nor,aff.nor,aff.nor,aff.nor,questn,end
23525,aff.nor,aff.nor,chunk,chunk,chunk,end
23526,questn,aff.nor,chunk,chunk,questn,end
23527,questn,aff.nor,aff.off,aff.off,aff.off,piss.off
23529,aff.nor,aff.nor,chunk,chunk,chunk,end
23530,aff.nor,aff.nor,chunk,aff.nor,aff.nor,end
23531,aff.nor,aff.nor,aff.nor,piss.off,aff.nor,phone
23532,questn,chunk,chunk,chunk,chunk,phone
23533,aff.nor,aff.nor,questn,aff.nor,aff.nor,end
23534,chunk,aff.nor,aff.nor,aff.nor,aff.nor,phone
23535,questn,aff.nor,aff.off,aff.off,aff.off,end
23536,questn,aff.nor,aff.off,aff.off,aff.off,end
23537,questn,questn,aff.nor,chunk,aff.nor,end
23538,aff.nor,aff.nor,questn,aff.nor,chunk,phone
23539,aff.nor,questn,aff.nor,aff.nor,questn,end
23540,questn,aff.nor,aff.nor,aff.nor,questn,end
23542,questn,aff.nor,questn,questn,questn,end
23543,aff.nor,chunk,aff.nor,aff.nor,aff.nor,piss.off
23544,aff.nor,aff.nor,chunk,chunk,questn,end
23545,aff.nor,questn,aff.nor,aff.nor,aff.nor,phone
23547,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,end
23548,questn,aff.nor,aff.nor,questn,questn,phone
23549,aff.nor,aff.nor,chunk,chunk,chunk,end
23550,aff.nor,aff.nor,chunk,chunk,chunk,end
23551,questn,aff.nor,chunk,chunk,questn,end
23552,questn,aff.nor,chunk,chunk,chunk,end
23553,aff.nor,aff.nor,questn,aff.nor,aff.nor,phone
23554,questn,questn,aff.nor,aff.nor,questn,phone
23558,aff.nor,aff.nor,chunk,aff.nor,aff.nor,end
23559,aff.nor,piss.off,aff.off,aff.off,aff.off,end
23560,questn,questn,aff.nor,questn,questn,end
23561,aff.nor,aff.nor,questn,aff.nor,questn,phone
23562,aff.nor,aff.nor,questn,questn,questn,end
23563,questn,aff.nor,chunk,chunk,questn,end
23564,aff.nor,questn,questn,questn,questn,end
23565,questn,aff.nor,questn,aff.nor,aff.nor,end
23566,questn,piss.off,aff.nor,aff.nor,aff.nor,end
23567,questn,aff.nor,aff.nor,chunk,aff.nor,end
23568,questn,questn,aff.nor,questn,chunk,phone
23569,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,piss.off
23570,questn,aff.nor,questn,chunk,questn,end
23571,piss.off,aff.nor,questn,questn,questn,end
23572,questn,aff.nor,questn,questn,chunk,end
23573,chunk,aff.nor,aff.off,aff.off,aff.off,piss.off
23574,aff.nor,aff.nor,chunk,chunk,questn,end
23575,questn,aff.nor,chunk,chunk,chunk,end
23576,aff.nor,questn,aff.off,aff.off,aff.off,end
23577,questn,aff.nor,questn,questn,questn,end
23578,aff.nor,aff.nor,questn,questn,questn,end
23579,aff.nor,questn,chunk,chunk,chunk,end
23580,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,end
23581,chunk,chunk,chunk,chunk,chunk,end
23582,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,end
23583,aff.nor,aff.nor,aff.off,aff.off,aff.off,end
23584,aff.nor,aff.nor,aff.nor,chunk,chunk,end
23585,aff.nor,chunk,aff.nor,aff.nor,aff.nor,phone
23586,aff.nor,chunk,aff.nor,aff.nor,questn,phone
23587,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,end
23588,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,end
23589,aff.nor,questn,aff.nor,aff.nor,aff.nor,end
23590,chunk,aff.nor,chunk,aff.nor,aff.nor,end
23591,chunk,aff.nor,aff.nor,questn,aff.nor,phone
23592,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,end
23593,aff.nor,questn,chunk,aff.nor,aff.nor,phone
23594,chunk,aff.nor,chunk,chunk,questn,end
23595,aff.nor,questn,aff.off,aff.off,aff.off,end
23596,aff.nor,aff.nor,questn,aff.nor,aff.nor,end
23597,aff.nor,aff.nor,chunk,chunk,questn,end
23598,chunk,questn,aff.nor,aff.nor,aff.nor,phone
23599,aff.nor,aff.nor,aff.off,aff.off,aff.off,end
23600,aff.nor,piss.off,aff.nor,aff.nor,aff.nor,end
23601,chunk,aff.nor,aff.off,aff.off,aff.off,end
23602,chunk,aff.nor,aff.nor,aff.nor,aff.nor,end
23603,questn,questn,questn,questn,chunk,end
23604,chunk,aff.nor,questn,questn,questn,end
23605,aff.nor,chunk,chunk,aff.nor,aff.nor,end
23606,questn,aff.nor,aff.off,aff.off,aff.off,piss.off
23607,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,end
23608,aff.nor,aff.nor,chunk,chunk,questn,end
23609,questn,aff.nor,aff.nor,aff.nor,aff.nor,end
23610,chunk,questn,aff.nor,aff.nor,aff.nor,end
23612,aff.nor,aff.nor,chunk,chunk,questn,end
23613,aff.nor,aff.nor,questn,questn,questn,end
23614,questn,piss.off,aff.nor,aff.nor,aff.nor,end
23615,aff.nor,questn,chunk,chunk,questn,end
23616,aff.nor,aff.nor,questn,aff.nor,aff.nor,end
23617,questn,questn,aff.nor,questn,aff.nor,piss.off
23618,chunk,chunk,questn,questn,chunk,phone
23619,aff.nor,questn,aff.nor,aff.nor,aff.nor,end
23620,questn,aff.nor,aff.off,aff.off,aff.off,piss.off
23621,aff.nor,aff.nor,chunk,chunk,chunk,end
23623,piss.off,aff.nor,aff.nor,aff.nor,questn,end
23625,aff.nor,aff.nor,aff.nor,questn,aff.nor,phone
23626,aff.nor,chunk,aff.off,aff.off,aff.off,piss.off
23627,questn,aff.nor,questn,chunk,aff.nor,end
23628,chunk,questn,chunk,chunk,questn,end
23629,aff.nor,aff.nor,aff.off,aff.off,aff.off,end
23630,aff.nor,chunk,aff.nor,aff.nor,aff.nor,end
23631,chunk,questn,questn,questn,questn,end
23632,aff.nor,aff.nor,chunk,chunk,questn,end
23633,aff.nor,aff.nor,aff.off,aff.off,aff.off,end
23634,questn,aff.nor,questn,questn,questn,end
23635,aff.nor,aff.nor,chunk,chunk,chunk,end
23636,questn,questn,chunk,chunk,chunk,end
23637,questn,aff.nor,chunk,chunk,chunk,end
23638,aff.nor,aff.nor,questn,chunk,aff.nor,phone
23639,aff.nor,aff.nor,questn,aff.nor,questn,end
23640,aff.nor,questn,chunk,aff.nor,aff.nor,end
23641,aff.nor,questn,aff.nor,aff.nor,aff.nor,phone
23642,aff.nor,questn,chunk,chunk,questn,end
23643,aff.nor,piss.off,chunk,chunk,questn,end
23644,aff.nor,aff.nor,aff.nor,questn,aff.nor,end
23645,aff.nor,aff.nor,aff.nor,aff.nor,questn,end
23646,questn,chunk,aff.off,aff.off,aff.off,piss.off
23647,chunk,aff.nor,chunk,chunk,aff.nor,end
23648,aff.nor,aff.nor,aff.nor,questn,aff.nor,piss.off
23650,aff.nor,aff.nor,aff.off,aff.off,aff.off,end
23651,aff.nor,questn,aff.nor,aff.nor,questn,end
23652,questn,aff.nor,questn,questn,questn,end
23653,aff.nor,aff.nor,questn,questn,questn,end
23654,aff.nor,aff.nor,aff.off,aff.off,aff.off,end
23655,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,end
23657,piss.off,aff.nor,piss.off,aff.nor,aff.nor,end
23658,aff.nor,questn,aff.nor,aff.nor,aff.nor,end
23659,aff.nor,aff.nor,aff.nor,questn,aff.nor,phone
23660,aff.nor,aff.nor,aff.nor,aff.nor,questn,end
23661,questn,aff.nor,questn,aff.nor,aff.nor,end
23662,aff.nor,aff.nor,questn,questn,questn,end
23663,questn,chunk,aff.nor,piss.off,questn,end
23664,piss.off,aff.nor,chunk,chunk,questn,end
23665,aff.nor,aff.nor,aff.off,aff.off,aff.off,piss.off
23666,chunk,aff.nor,questn,aff.nor,chunk,end
23667,aff.nor,questn,aff.nor,questn,questn,piss.off
23668,aff.nor,aff.nor,questn,questn,questn,end
23669,aff.nor,questn,questn,questn,aff.nor,phone
23670,aff.nor,chunk,chunk,chunk,questn,end
23671,aff.nor,questn,aff.nor,aff.nor,aff.nor,phone
23672,aff.nor,aff.nor,aff.nor,aff.nor,questn,end
23673,questn,aff.nor,aff.nor,questn,chunk,end
23674,aff.nor,aff.nor,aff.nor,aff.nor,piss.off,end
23675,questn,aff.nor,questn,questn,questn,end
23676,chunk,chunk,aff.nor,aff.nor,questn,end
23677,aff.nor,questn,chunk,chunk,questn,end
23678,aff.nor,aff.nor,chunk,chunk,questn,end
23679,aff.nor,aff.nor,aff.nor,aff.nor,questn,end
23680,questn,questn,questn,questn,questn,end
23681,aff.nor,questn,aff.nor,aff.nor,questn,end
23682,aff.nor,questn,aff.nor,chunk,chunk,end
23683,aff.nor,aff.nor,chunk,questn,questn,end
23684,aff.nor,chunk,aff.nor,aff.nor,aff.nor,end
23685,aff.nor,aff.nor,chunk,chunk,chunk,end
23686,aff.nor,questn,questn,aff.nor,piss.off,end
23687,aff.nor,aff.nor,aff.nor,chunk,aff.nor,phone
23688,aff.nor,questn,questn,aff.nor,aff.nor,piss.off
23689,chunk,chunk,chunk,chunk,chunk,end
23690,aff.nor,aff.nor,questn,questn,questn,end
23691,aff.nor,aff.nor,questn,questn,questn,end
23692,aff.nor,questn,aff.off,aff.off,aff.off,piss.off
23693,aff.nor,aff.nor,chunk,chunk,questn,end
23694,chunk,aff.nor,questn,questn,questn,end
23696,aff.nor,questn,questn,aff.nor,aff.nor,end
23697,aff.nor,aff.nor,chunk,chunk,chunk,end
23699,aff.nor,aff.nor,questn,questn,questn,end
23701,aff.nor,aff.nor,questn,aff.nor,aff.nor,end
23702,questn,questn,questn,aff.nor,aff.nor,end
23703,aff.nor,aff.nor,aff.nor,aff.nor,questn,phone
23704,aff.nor,aff.nor,chunk,chunk,questn,end
23705,questn,aff.nor,aff.off,aff.off,aff.off,piss.off
23706,aff.nor,aff.nor,questn,questn,questn,end
23707,aff.nor,questn,aff.nor,aff.nor,aff.nor,end
23708,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,end
23710,aff.nor,aff.nor,chunk,chunk,questn,end
23711,questn,aff.nor,chunk,chunk,questn,end
23713,aff.nor,questn,aff.off,aff.off,aff.off,end
23714,aff.nor,aff.nor,chunk,aff.nor,aff.nor,end
23715,aff.nor,questn,aff.nor,chunk,aff.nor,end
23716,aff.nor,aff.nor,chunk,chunk,chunk,end
23718,questn,aff.nor,chunk,aff.nor,aff.nor,phone
23719,aff.nor,aff.nor,questn,questn,questn,phone
23721,aff.nor,aff.nor,chunk,chunk,chunk,end
23722,chunk,aff.nor,aff.nor,aff.nor,chunk,piss.off
23723,aff.nor,aff.nor,aff.nor,aff.nor,chunk,end
23724,questn,aff.nor,aff.nor,aff.nor,aff.nor,end
23725,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,phone
23726,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,end
23727,questn,aff.nor,chunk,chunk,questn,end
23728,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,end
23729,aff.nor,questn,chunk,chunk,chunk,end
23730,aff.nor,chunk,chunk,chunk,questn,end
23731,aff.nor,aff.nor,chunk,chunk,chunk,end
23732,aff.nor,aff.nor,aff.nor,chunk,aff.nor,end
23733,aff.nor,aff.nor,chunk,chunk,chunk,end
23734,chunk,aff.nor,questn,questn,questn,end
23735,aff.nor,aff.nor,questn,questn,questn,end
23736,aff.nor,questn,questn,questn,questn,end
23737,questn,aff.nor,chunk,aff.nor,aff.nor,phone
23738,aff.nor,aff.nor,chunk,chunk,chunk,end
23739,aff.nor,aff.nor,questn,questn,questn,end
23740,aff.nor,aff.nor,aff.off,aff.off,aff.off,piss.off
23741,aff.nor,aff.nor,questn,chunk,questn,phone
23742,questn,aff.nor,chunk,chunk,chunk,end
23743,aff.nor,aff.nor,aff.nor,aff.nor,questn,end
23744,aff.nor,questn,questn,questn,questn,end
23745,chunk,aff.nor,chunk,chunk,questn,end
23746,questn,aff.nor,aff.nor,aff.nor,questn,end
23747,questn,aff.nor,chunk,questn,aff.nor,end
23748,questn,aff.nor,chunk,chunk,questn,end
23749,questn,chunk,aff.nor,aff.nor,questn,end
23750,chunk,aff.nor,aff.nor,aff.nor,aff.nor,end
23751,aff.nor,questn,questn,questn,questn,end
23752,aff.nor,questn,chunk,chunk,questn,end
23753,questn,aff.nor,aff.off,aff.off,aff.off,end
23754,aff.nor,aff.nor,chunk,chunk,questn,end
23755,chunk,chunk,aff.off,aff.off,aff.off,end
23756,aff.nor,aff.nor,chunk,aff.nor,aff.nor,phone
23757,chunk,aff.nor,questn,questn,questn,end
23758,chunk,aff.nor,aff.off,aff.off,aff.off,end
23759,aff.nor,aff.nor,questn,questn,questn,end
23760,questn,questn,aff.off,aff.off,aff.off,end
23761,aff.nor,questn,aff.nor,chunk,aff.nor,end
23762,aff.nor,aff.nor,aff.off,aff.off,aff.off,end
23763,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,end
23765,questn,aff.nor,aff.nor,aff.nor,chunk,phone
23767,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,end
23768,aff.nor,questn,questn,aff.nor,questn,phone
23769,questn,aff.nor,piss.off,aff.nor,aff.nor,end
23770,aff.nor,aff.nor,aff.nor,questn,aff.nor,end
23771,aff.nor,aff.nor,aff.off,aff.off,aff.off,end
23772,aff.nor,aff.nor,questn,questn,questn,end
23773,aff.nor,aff.nor,chunk,chunk,chunk,end
23774,aff.nor,aff.nor,chunk,chunk,questn,end
23775,aff.nor,questn,aff.nor,chunk,questn,end
23776,aff.nor,aff.nor,chunk,chunk,chunk,end
23777,aff.nor,questn,questn,aff.nor,aff.nor,end
23778,aff.nor,chunk,chunk,chunk,chunk,end
23779,chunk,chunk,aff.nor,aff.nor,questn,end
23780,questn,questn,questn,questn,questn,end
23781,aff.nor,aff.nor,aff.nor,aff.nor,questn,end
23782,aff.nor,chunk,aff.nor,chunk,piss.off,phone
23783,questn,aff.nor,aff.nor,aff.nor,aff.nor,end
23784,aff.nor,aff.nor,questn,questn,questn,end
23785,aff.nor,aff.nor,chunk,chunk,questn,end
23786,aff.nor,aff.nor,aff.nor,aff.nor,questn,end
23787,aff.nor,aff.nor,questn,questn,aff.nor,end
23788,questn,aff.nor,chunk,chunk,questn,end
23789,questn,chunk,aff.nor,aff.nor,questn,phone
23790,questn,aff.nor,piss.off,aff.nor,aff.nor,end
23791,aff.nor,chunk,chunk,chunk,chunk,end
23792,chunk,aff.nor,questn,questn,questn,end
23793,aff.nor,questn,aff.nor,aff.nor,aff.nor,end
23794,aff.nor,aff.nor,aff.nor,questn,aff.nor,end
23795,aff.nor,aff.nor,aff.nor,chunk,aff.nor,piss.off
23796,aff.nor,questn,aff.nor,chunk,questn,end
23797,aff.nor,aff.nor,aff.nor,aff.nor,questn,end
23798,chunk,aff.nor,aff.off,aff.off,aff.off,end
23799,aff.nor,chunk,questn,aff.nor,questn,end
23800,aff.nor,aff.nor,chunk,chunk,chunk,end
23801,questn,aff.nor,chunk,aff.nor,aff.nor,piss.off
23802,questn,aff.nor,questn,questn,questn,phone
23803,chunk,questn,aff.nor,aff.nor,questn,end
23804,aff.nor,questn,aff.nor,aff.nor,questn,phone
23805,aff.nor,aff.nor,questn,aff.nor,questn,end
23806,questn,aff.nor,aff.off,aff.off,aff.off,end
23807,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,end
23808,aff.nor,aff.nor,chunk,chunk,questn,end
23809,aff.nor,aff.nor,aff.nor,questn,aff.nor,phone
23810,aff.nor,piss.off,aff.off,aff.off,aff.off,piss.off
23811,aff.nor,aff.nor,chunk,aff.nor,aff.nor,end
23812,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,phone
23814,chunk,aff.nor,questn,questn,questn,end
23815,aff.nor,chunk,questn,chunk,questn,end
23816,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,end
23817,chunk,questn,aff.off,aff.off,aff.off,end
23819,aff.nor,aff.nor,aff.nor,chunk,aff.nor,end
23820,aff.nor,aff.nor,questn,aff.nor,aff.nor,end
23821,aff.nor,chunk,chunk,chunk,aff.nor,end
23822,questn,aff.nor,chunk,chunk,questn,end
23823,questn,aff.nor,aff.off,aff.off,aff.off,piss.off
23824,aff.nor,aff.nor,aff.nor,chunk,aff.nor,end
23825,aff.nor,aff.nor,aff.off,aff.off,aff.off,end
23826,aff.nor,aff.nor,aff.off,aff.off,aff.off,end
23827,aff.nor,chunk,chunk,aff.nor,aff.nor,end
23828,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,end
23829,questn,chunk,aff.off,aff.off,aff.off,piss.off
23830,chunk,aff.nor,aff.off,aff.off,aff.off,end
23831,piss.off,questn,questn,aff.nor,aff.nor,end
23832,questn,aff.nor,questn,questn,chunk,phone
23833,questn,questn,questn,aff.nor,aff.nor,phone
